URN,LAESTAB,School name,Ofsted phase,Type of education,Sixth form,Designated religious character,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,The income deprivation affecting children index (IDACI) quintile,Total pupils,Inspection date,Overall effectiveness,16 to 19 study programmes,Early years provision (where applicable),Outcomes for children and learners,"Quality of teaching, learning and assessment","Personal development, behaviour and welfare",Effectiveness of leadership and management,Previous full inspection date,Previous full inspection overall effectiveness,Previous 16 to 19 study programmes,Previous early years provision (where applicable),Previous outcomes for children and learners,"Previous quality of teaching, learning and assessment","Previous personal development, behaviour and welfare",Previous effectiveness of leadership and management
136743,3521105,Manchester Secondary PRU,PRU,Pupil Referral Unit,Not applicable,Does not apply,North West,North West,Manchester,"Manchester, Withington",M21 7JJ,NULL,249,17/01/2014,2,9,9,2,2,9,2,11/05/2012,3,9,9,3,3,9,2
136788,3815400,The North Halifax Grammar School,Secondary,Academy Converter,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX2 9SU,2,1105,20/01/2011,1,2,9,1,2,9,2,11/12/2007,2,2,9,2,2,9,2
136825,3532003,St. Theresa's,Primary,Voluntary Aided School,Does not have a sixth form,Roman Catholic,North West,North West,Oldham,Oldham East and Saddleworth,OL1 4NA,5,203,16/01/2013,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136826,3834000,Leeds East Academy,Secondary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS14 6TY,5,723,24/05/2017,3,9,9,3,3,3,3,16/01/2015,3,2,9,3,3,9,2
136889,3503368,St Bede Academy,Primary,Academy Converter,Not applicable,Church of England,North West,North West,Bolton,Bolton South East,BL3 3LJ,4,570,02/12/2009,1,9,1,1,1,9,1,18/01/2007,2,9,2,2,2,9,2
136905,3804502,Ilkley Grammar School,Secondary,Academy Converter,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Keighley,LS29 8TR,1,1609,30/03/2017,1,1,9,1,1,1,1,11/10/2011,2,2,9,1,2,9,2
136962,3804613,Feversham College,Secondary,Academy Converter,Has a sixth form,Muslim,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford East,BD3 0LT,4,752,17/01/2008,1,1,9,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137036,3815404,Lightcliffe Academy,Secondary,Academy Sponsor Led,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HX3 8TL,3,1425,02/03/2016,3,3,9,3,3,3,2,22/05/2014,4,9,9,4,4,9,4
137039,3534011,The Hathershaw College,Secondary,Academy Converter,Does not have a sixth form,None,North West,North West,Oldham,Oldham West and Royton,OL8 3EP,5,1053,21/04/2016,2,9,9,2,2,2,2,05/02/2014,3,9,9,3,3,9,3
137065,3834065,The Co-operative Academy of Leeds,Secondary,Academy Sponsor Led,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS9 7HD,5,949,21/09/2016,3,2,9,3,3,3,3,22/05/2014,3,9,9,3,3,9,3
137083,3835400,Abbey Grange Church of England Academy,Secondary,Academy Converter,Has a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West,LS16 5EA,4,1440,09/02/2012,2,9,9,2,2,9,2,07/05/2009,2,2,9,2,2,9,2
137133,3534600,The Blue Coat CofE School,Secondary,Academy Converter,Has a sixth form,Church of England,North West,North West,Oldham,Oldham East and Saddleworth,OL1 3SQ,3,1593,09/12/2011,1,1,9,1,1,9,1,28/02/2008,1,1,9,2,2,9,1
137277,3804004,Dixons Kings Academy,Secondary,Free School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford South,BD7 2AN,5,818,27/01/2017,1,9,9,1,1,1,1,10/12/2014,3,9,9,3,3,9,3
137294,3534605,The Crompton House Church of England Academy,Secondary,Academy Converter,Has a sixth form,Church of England,North West,North West,Oldham,Oldham East and Saddleworth,OL2 7HS,2,1301,30/04/2015,2,2,9,2,2,9,2,21/06/2012,2,9,9,2,2,9,2
137309,3524810,The King David High School,Secondary,Academy Converter,Has a sixth form,Jewish,North West,North West,Manchester,Blackley and Broughton,M8 5DY,1,793,07/05/2015,1,1,9,1,1,9,1,03/02/2011,2,1,9,1,2,9,1
137320,3802000,Rainbow Primary School,Primary,Free School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford West,BD5 0HD,5,354,13/02/2013,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137337,3812019,Beech Hill School,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX1 5TN,5,589,20/01/2016,1,9,1,1,1,1,1,27/01/2011,2,9,2,2,2,9,2
137341,3812056,Scout Road Academy,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HX7 5JR,3,102,11/11/2016,2,9,2,2,2,2,2,09/05/2013,2,9,9,2,2,9,2
137347,3815200,Salterlee Primary School,Primary,Academy Converter,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX3 7AY,2,100,21/06/2013,1,9,9,1,1,9,1,26/03/2009,1,9,1,1,1,9,1
137352,3824049,Shelley College,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Dewsbury,HD8 8NL,1,1240,16/05/2013,1,9,9,1,1,9,1,09/02/2010,2,2,9,1,2,9,2
137383,3834105,Woodkirk Academy,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Morley and Outwood,WF3 1JQ,2,1869,14/11/2013,2,9,9,2,2,9,2,20/01/2011,2,3,9,2,2,9,2
137391,3812053,Burnley Road Academy,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HX7 5DE,3,251,02/11/2016,2,9,2,2,2,2,2,02/02/2011,2,9,2,2,2,9,2
137392,3812063,Bolton Brow Primary Academy,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX6 2BA,4,236,06/03/2013,2,9,9,2,2,9,2,05/03/2008,2,9,2,2,2,9,2
137398,3812083,Old Earth Primary School,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HX5 9PL,3,464,11/02/2016,1,9,1,1,1,1,1,07/12/2010,2,9,1,2,2,9,2
137399,3825400,Castle Hall Academy,Secondary,Academy Converter,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Dewsbury,WF14 9PH,3,864,17/11/2016,4,9,9,4,4,3,4,25/02/2015,2,9,9,2,2,9,2
137424,3824048,Batley Girls High School,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Batley and Spen,WF17 0LD,3,1249,10/10/2013,1,9,9,1,1,9,1,05/03/2009,2,2,9,2,2,9,2
137444,3815402,Rastrick High School,Secondary,Academy Converter,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HD6 3XB,3,1464,29/01/2015,2,2,9,2,2,9,2,17/06/2010,2,3,9,2,2,9,2
137471,3545205,Bamford Academy,Primary,Academy Converter,Not applicable,None,North West,North West,Rochdale,Heywood and Middleton,OL11 5PS,2,304,09/10/2013,2,9,9,2,2,9,2,26/01/2012,3,9,8,3,3,9,3
137479,3532017,Oasis Academy Limeside,Primary,Academy Converter,Not applicable,Does not apply,North West,North West,Oldham,Oldham West and Royton,OL8 3SB,5,367,21/06/2013,1,9,9,1,1,9,1,16/11/2007,1,9,1,1,1,9,1
137487,3826012,Batley Grammar School,Secondary,Free School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Batley and Spen,WF17 0AD,3,770,29/01/2015,2,3,3,2,2,9,2,17/01/2013,3,9,9,3,3,9,3
137497,3801108,Ellar Carr,PRU,Pupil Referral Unit,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford East,BD10 0TD,NULL,54,16/11/2016,2,9,9,2,2,1,2,06/02/2013,2,9,9,2,2,9,2
137500,3824021,Moor End Academy,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Colne Valley,HD4 5JA,4,914,28/06/2012,1,9,9,1,1,9,1,01/10/2009,1,9,9,2,2,9,1
137519,3822048,Lindley Junior School,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Colne Valley,HD3 3LY,2,501,13/05/2008,1,9,9,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137521,3815405,The Brooksbank School,Secondary,Academy Converter,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HX5 0QG,3,1704,30/11/2016,2,2,9,2,2,2,2,15/11/2011,2,2,9,2,2,9,1
137545,3815203,"St John's (CofE) Primary Academy, Clifton",Primary,Academy Converter,Not applicable,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HD6 4HP,2,208,04/06/2014,1,9,9,1,1,9,1,03/04/2008,1,9,1,1,1,9,1
137576,3804006,The Samuel Lister Academy,Secondary,Academy Sponsor Led,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Shipley,BD16 1TZ,4,653,11/05/2016,4,4,9,4,4,4,4,20/02/2014,3,9,9,3,3,9,3
137577,3834026,The Farnley Academy,Secondary,Academy Sponsor Led,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds West,LS12 5EU,4,1176,12/12/2013,1,9,9,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137601,3523040,Cheetham CofE Community Academy,Primary,Academy Converter,Not applicable,Church of England,North West,North West,Manchester,Blackley and Broughton,M8 9FR,5,630,16/01/2014,2,9,9,2,2,9,2,29/09/2009,1,9,1,2,2,9,1
137689,3522005,E-ACT Blackley Academy,Primary,Academy Sponsor Led,Not applicable,None,North West,North West,Manchester,Blackley and Broughton,M9 0RD,5,469,29/01/2014,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137699,3812064,Luddendenfoot Academy,Primary,Academy Converter,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HX2 6AU,3,147,11/12/2015,1,9,1,1,1,1,1,05/12/2013,3,9,9,3,3,9,3
137704,3834501,Otley Prince Henry's Grammar School Specialist Language College,Secondary,Academy Converter,Has a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS21 2BB,1,1451,13/02/2013,2,9,9,2,2,9,1,11/12/2007,2,2,9,2,2,9,2
137775,3834115,Horsforth School,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS18 5RF,2,1407,13/12/2013,2,9,9,2,2,9,2,25/09/2008,2,3,9,2,2,9,2
137801,3524765,Trinity CofE High School,Secondary,Academy Converter,Has a sixth form,Church of England,North West,North West,Manchester,Manchester Central,M15 6HP,5,1275,16/01/2014,1,9,9,1,1,9,1,18/11/2010,2,9,9,2,2,9,2
137866,3522007,St Barnabas CofE Primary Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Church of England,North West,North West,Manchester,Manchester Central,M11 2JX,5,248,23/06/2016,2,9,2,2,2,2,2,28/03/2014,3,9,9,3,3,9,3
137869,3824013,Salendine Nook High School Academy,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Colne Valley,HD3 4GN,2,1315,12/02/2016,2,9,9,2,2,2,2,14/11/2013,3,9,9,3,3,9,3
137987,3812004,Bradshaw Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX2 9PF,3,329,22/04/2015,2,9,2,2,2,9,2,24/04/2013,3,9,9,3,3,9,2
137991,3502072,Harwood Meadows Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Bolton,Bolton North East,BL2 3PS,4,242,01/07/2015,2,9,2,2,2,9,2,18/10/2011,2,9,2,2,2,9,2
138011,3502050,Eagley Infant School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Bolton,Bolton North East,BL7 9LN,2,212,23/11/2012,2,9,9,2,2,9,1,04/11/2010,3,9,3,3,3,9,3
138087,3804041,Belle Vue Girls' Academy,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford West,BD9 6NA,4,1163,05/07/2012,2,9,9,2,2,9,2,31/03/2009,1,1,9,1,1,9,1
138097,3524002,Cedar Mount Academy,Secondary,Academy Sponsor Led,Does not have a sixth form,None,North West,North West,Manchester,"Manchester, Gorton",M18 7DT,5,689,05/07/2017,3,9,9,3,3,3,3,30/04/2015,4,9,9,4,4,9,4
138099,3807000,Oastlers School,Special,Community Special School,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford East,BD4 7RH,4,84,05/03/2015,2,9,9,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138111,3824045,BBG Academy,Secondary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Batley and Spen,BD19 4BE,2,791,10/03/2016,2,9,9,2,2,2,2,22/10/2014,4,9,9,3,3,9,4
138152,3502064,Eagley Junior School,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Bolton,Bolton North East,BL7 9AT,2,235,15/02/2012,2,9,9,2,2,9,2,05/12/2008,2,9,9,2,3,9,2
138251,3804010,Dixons Trinity Academy,Secondary,Free School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford West,BD5 0BE,4,557,30/01/2014,1,9,9,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138252,3802008,Dixons Music Primary,Primary,Free School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford West,BD5 0JD,4,270,16/06/2016,1,9,1,1,1,1,1,14/05/2014,3,9,9,3,3,9,3
138302,3813331,"Holy Trinity Primary School, A Church of England Academy",Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX1 2ES,4,410,16/05/2013,2,9,9,2,2,9,2,29/01/2008,1,9,1,1,1,9,1
138304,3834107,Crawshaw Academy,Secondary,Academy Sponsor Led,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Pudsey,LS28 9HU,3,936,04/11/2015,2,3,9,2,2,2,2,22/01/2014,4,9,9,4,4,9,4
138336,3834103,Rodillian Academy,Secondary,Academy Converter,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Morley and Outwood,WF3 3PS,3,1485,27/01/2016,2,2,9,2,2,1,1,23/05/2012,2,9,9,2,2,9,1
138380,3837004,Lighthouse School Leeds,Special,Free School Special,Has a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North West,LS16 6QB,4,49,12/03/2014,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138398,3812000,Field Lane Primary School,Primary,Academy Sponsor Led,Not applicable,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HD6 3JT,4,149,28/06/2017,3,9,2,3,3,3,3,28/03/2014,1,9,9,1,1,9,1
138399,3502001,The Ferns Primary Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,North West,North West,Bolton,Bolton South East,BL4 0DA,5,403,09/06/2016,2,9,2,2,2,1,2,15/05/2014,3,9,9,3,3,9,2
138532,3527043,Melland High School,Special,Academy Special Converter,Has a sixth form,Does not apply,North West,North West,Manchester,"Manchester, Gorton",M18 7DT,5,158,28/02/2013,1,9,9,1,1,9,1,13/12/2007,1,1,9,1,1,9,1
138584,3822000,Christ Church CE Academy,Primary,Academy Sponsor Led,Not applicable,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Huddersfield,HD2 1JP,5,218,05/10/2016,2,9,2,2,2,2,2,08/05/2014,3,9,9,3,3,9,3
138653,3522040,Briscoe Lane Academy,Primary,Academy Converter,Does not have a sixth form,Does not apply,North West,North West,Manchester,Manchester Central,M40 2TB,5,527,17/09/2014,2,9,2,2,2,9,2,29/01/2010,2,9,2,2,2,9,1
138657,3812094,Siddal Primary School,Primary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Halifax,HX3 9DL,4,254,06/10/2010,1,9,2,2,2,9,1,17/10/2007,3,9,2,3,3,9,3
138673,3832005,Park View Primary Academy,Primary,Academy Sponsor Led,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS11 7DG,5,241,04/06/2014,2,9,9,2,2,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138675,3802003,Ryecroft Primary Academy,Primary,Academy Sponsor Led,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford South,BD4 0LS,5,316,29/11/2016,4,9,4,4,4,4,4,09/04/2014,1,9,9,1,1,9,1
138697,3537014,New Bridge School,Special,Academy Special Converter,Has a sixth form,Does not apply,North West,North West,Oldham,Oldham West and Royton,OL8 3PH,4,346,11/02/2015,1,1,9,1,1,9,1,29/11/2011,1,1,9,2,2,9,1
138706,3824000,King James's School,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Huddersfield,HD4 6SG,3,903,11/03/2015,2,9,9,1,2,9,1,29/09/2009,2,9,9,2,2,9,2
138784,3522012,Rushbrook Primary Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,North West,North West,Manchester,"Manchester, Gorton",M18 7TN,5,786,22/05/2014,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138785,3522015,Stanley Grove Primary Academy,Primary,Academy Sponsor Led,Not applicable,Does not apply,North West,North West,Manchester,"Manchester, Gorton",M12 4NL,5,688,18/06/2014,2,9,9,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138824,3833910,Manston St James Primary Academy,Primary,Academy Converter,Does not have a sixth form,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds East,LS15 8JH,4,450,23/01/2015,2,9,2,2,2,9,2,09/02/2010,2,9,2,2,2,9,2
138851,3503009,"St Paul's CofE Primary School, Astley Bridge",Primary,Academy Converter,Does not have a sixth form,Church of England,North West,North West,Bolton,Bolton North East,BL1 8QA,4,271,21/06/2013,1,9,9,1,1,9,1,09/10/2007,2,9,1,2,2,9,2
138867,3802007,Feversham Primary Academy,Primary,Academy Sponsor Led,Not applicable,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford East,BD3 9EG,4,495,26/09/2014,2,9,2,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138893,3832000,Lane End Primary School,Primary,Foundation School,Does not have a sixth form,None,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS11 6AA,5,219,19/07/2017,2,9,2,3,2,2,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138916,3802010,St Oswald's Church of England Primary Academy,Primary,Academy Sponsor Led,Not applicable,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford South,BD7 3JT,5,437,13/07/2016,4,9,3,4,4,4,4,09/07/2014,3,9,9,3,3,9,3
138945,3833365,St Benedict's Catholic Primary School,Primary,Academy Converter,Does not have a sixth form,Roman Catholic,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Elmet and Rothwell,LS25 1PS,2,246,16/11/2007,1,9,1,1,1,9,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138957,3503025,"Ss Simon & Jude CofE Primary School, Bolton",Primary,Academy Converter,Does not have a sixth form,Church of England,North West,North West,Bolton,Bolton South East,BL3 2DT,5,488,27/01/2016,1,9,1,1,1,1,1,31/01/2012,2,9,8,2,2,9,1
138959,3824060,Thornhill Community Academy,Secondary,Academy Converter,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Dewsbury,WF12 0HE,4,845,04/05/2017,3,9,9,3,3,3,3,05/02/2015,3,9,9,3,3,9,3
138973,3832006,Cottingley Primary Academy,Primary,Academy Sponsor Led,Does not have a sixth form,Does not apply,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds Central,LS11 0HU,5,306,09/11/2016,3,9,2,3,3,3,3,28/11/2014,3,9,3,3,3,9,3
138979,3822012,Overthorpe CofE Academy,Primary,Academy Sponsor Led,Not applicable,Church of England,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Dewsbury,WF12 0BH,4,317,08/01/2015,2,9,2,2,2,9,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
